year;areakm;municipality;geocode_ibge;state
2007;1093,8321878770955;Acrelândia;1200013;Acre
2008;23,667086506325784;Acrelândia;1200013;Acre
2009;12,938233470876042;Acrelândia;1200013;Acre
2010;11,332077910952066;Acrelândia;1200013;Acre
2011;15,938637565909092;Acrelândia;1200013;Acre
2012;4,164717505271136;Acrelândia;1200013;Acre
2013;9,475556251085074;Acrelândia;1200013;Acre
2014;18,89677268323092;Acrelândia;1200013;Acre
2015;14,761802283622734;Acrelândia;1200013;Acre
2016;23,80569057400334;Acrelândia;1200013;Acre
2017;5,710904951045483;Acrelândia;1200013;Acre
2018;21,78438961397124;Acrelândia;1200013;Acre
2019;19,887947144210557;Acrelândia;1200013;Acre
2020;12,937555759991474;Acrelândia;1200013;Acre
2021;38,26531229977364;Acrelândia;1200013;Acre
2022;18,502611989802492;Acrelândia;1200013;Acre
2023;12,046045357686776;Acrelândia;1200013;Acre
2024;9,946516601450215;Acrelândia;1200013;Acre
2025;6,013731178062066;Acrelândia;1200013;Acre
2007;303,16126789858436;Assis Brasil;1200054;Acre
2008;3,4195264346937395;Assis Brasil;1200054;Acre
2009;1,6006989968904313;Assis Brasil;1200054;Acre
2010;3,7737745178659883;Assis Brasil;1200054;Acre
2011;2,819383796768164;Assis Brasil;1200054;Acre
2012;2,3987495682859317;Assis Brasil;1200054;Acre
2013;4,8037779662264395;Assis Brasil;1200054;Acre
2014;7,6754682214813545;Assis Brasil;1200054;Acre
2015;5,93927857334609;Assis Brasil;1200054;Acre
2016;2,893949749129375;Assis Brasil;1200054;Acre
2017;6,391257471858934;Assis Brasil;1200054;Acre
2018;7,9258649375114345;Assis Brasil;1200054;Acre
2019;21,14388883077875;Assis Brasil;1200054;Acre
2020;18,174809651032795;Assis Brasil;1200054;Acre
2021;17,649863772755367;Assis Brasil;1200054;Acre
2022;8,464228214572767;Assis Brasil;1200054;Acre
2023;7,38163113908998;Assis Brasil;1200054;Acre
2024;6,151392007876431;Assis Brasil;1200054;Acre
2025;5,128830123209605;Assis Brasil;1200054;Acre
2007;1437,928067764156;Brasiléia;1200104;Acre
2008;12,663382698935903;Brasiléia;1200104;Acre
2009;8,217565014542963;Brasiléia;1200104;Acre
2010;11,95499652326508;Brasiléia;1200104;Acre
2011;14,51902502487823;Brasiléia;1200104;Acre
2012;12,888066060980252;Brasiléia;1200104;Acre
2013;17,19425874249208;Brasiléia;1200104;Acre
2014;33,4239791125083;Brasiléia;1200104;Acre
2015;22,060364190625318;Brasiléia;1200104;Acre
2016;17,714445001308725;Brasiléia;1200104;Acre
2017;23,126602253996346;Brasiléia;1200104;Acre
2018;21,087134697441165;Brasiléia;1200104;Acre
2019;58,610645321305206;Brasiléia;1200104;Acre
2020;40,12106795345105;Brasiléia;1200104;Acre
2021;61,198837389223186;Brasiléia;1200104;Acre
2022;30,60927515580711;Brasiléia;1200104;Acre
2023;22,513435659476936;Brasiléia;1200104;Acre
2024;19,109420689571383;Brasiléia;1200104;Acre
2025;8,892607135046132;Brasiléia;1200104;Acre
2007;1215,295902041241;Bujari;1200138;Acre
2008;15,772079950007734;Bujari;1200138;Acre
2009;7,62123702008287;Bujari;1200138;Acre
2010;8,26008647540029;Bujari;1200138;Acre
2011;9,566167963095193;Bujari;1200138;Acre
2012;10,1068074100788;Bujari;1200138;Acre
2013;8,37487648568528;Bujari;1200138;Acre
2014;8,985015685493341;Bujari;1200138;Acre
2015;9,356943726987918;Bujari;1200138;Acre
2016;17,287004591828506;Bujari;1200138;Acre
2017;7,629898078104421;Bujari;1200138;Acre
2018;13,712328840826617;Bujari;1200138;Acre
2019;26,054598331675866;Bujari;1200138;Acre
2020;17,65150598391532;Bujari;1200138;Acre
2021;25,800045629324806;Bujari;1200138;Acre
2022;37,21030550190558;Bujari;1200138;Acre
2023;15,990253718655495;Bujari;1200138;Acre
2024;18,791053024627438;Bujari;1200138;Acre
2025;14,01587240434311;Bujari;1200138;Acre
2007;892,036398500983;Capixaba;1200179;Acre
2008;8,829852107334025;Capixaba;1200179;Acre
2009;3,787125956609741;Capixaba;1200179;Acre
2010;3,748554356944063;Capixaba;1200179;Acre
2011;9,45690423162658;Capixaba;1200179;Acre
2012;15,112407035988177;Capixaba;1200179;Acre
2013;5,757857577625441;Capixaba;1200179;Acre
2014;9,618370413339218;Capixaba;1200179;Acre
2015;6,085182786487963;Capixaba;1200179;Acre
2016;16,645933264558256;Capixaba;1200179;Acre
2017;11,572004169164893;Capixaba;1200179;Acre
2018;10,26721765885418;Capixaba;1200179;Acre
2019;27,76829846424973;Capixaba;1200179;Acre
2020;18,800887694264;Capixaba;1200179;Acre
2021;29,395530606686496;Capixaba;1200179;Acre
2022;31,977265288266395;Capixaba;1200179;Acre
2023;12,048017183348119;Capixaba;1200179;Acre
2024;6,727511093547653;Capixaba;1200179;Acre
2025;6,503015099756794;Capixaba;1200179;Acre
2007;1051,9521268058504;Cruzeiro do Sul;1200203;Acre
2008;11,024729988661475;Cruzeiro do Sul;1200203;Acre
2009;4,244619990422189;Cruzeiro do Sul;1200203;Acre
2010;22,184683673000052;Cruzeiro do Sul;1200203;Acre
2011;12,691133827596023;Cruzeiro do Sul;1200203;Acre
2012;9,458290393984585;Cruzeiro do Sul;1200203;Acre
2013;5,475049459782698;Cruzeiro do Sul;1200203;Acre
2014;10,649231138236106;Cruzeiro do Sul;1200203;Acre
2015;3,4343950173025606;Cruzeiro do Sul;1200203;Acre
2016;9,263035265700559;Cruzeiro do Sul;1200203;Acre
2017;9,448194558135489;Cruzeiro do Sul;1200203;Acre
2018;18,06203682657341;Cruzeiro do Sul;1200203;Acre
2019;25,21220374338955;Cruzeiro do Sul;1200203;Acre
2020;42,468010778453305;Cruzeiro do Sul;1200203;Acre
2021;33,569091024241196;Cruzeiro do Sul;1200203;Acre
2022;54,70513593779275;Cruzeiro do Sul;1200203;Acre
2023;28,062495365900656;Cruzeiro do Sul;1200203;Acre
2024;17,078670229028575;Cruzeiro do Sul;1200203;Acre
2025;15,147706922496457;Cruzeiro do Sul;1200203;Acre
2007;887,015979640781;Epitaciolândia;1200252;Acre
2008;4,337023081744457;Epitaciolândia;1200252;Acre
2009;4,215658157319665;Epitaciolândia;1200252;Acre
2010;3,752059735841231;Epitaciolândia;1200252;Acre
2011;7,109109556688126;Epitaciolândia;1200252;Acre
2012;12,330479342469609;Epitaciolândia;1200252;Acre
2013;6,40389637116385;Epitaciolândia;1200252;Acre
2014;8,913272113286629;Epitaciolândia;1200252;Acre
2015;9,740573174558177;Epitaciolândia;1200252;Acre
2016;7,306666615356334;Epitaciolândia;1200252;Acre
2017;5,5465560428732745;Epitaciolândia;1200252;Acre
2018;7,9877944319209;Epitaciolândia;1200252;Acre
2019;11,37442527732734;Epitaciolândia;1200252;Acre
2020;8,44729010607132;Epitaciolândia;1200252;Acre
2021;18,651166502282063;Epitaciolândia;1200252;Acre
2022;10,73490731006655;Epitaciolândia;1200252;Acre
2023;9,014210841096132;Epitaciolândia;1200252;Acre
2024;5,746813997799139;Epitaciolândia;1200252;Acre
2025;1,4335165988215437;Epitaciolândia;1200252;Acre
2007;1622,3747772948184;Feijó;1200302;Acre
2008;27,15449299837316;Feijó;1200302;Acre
2009;19,510951050479328;Feijó;1200302;Acre
2010;22,650038250129178;Feijó;1200302;Acre
2011;23,320942251056422;Feijó;1200302;Acre
2012;30,844481810777737;Feijó;1200302;Acre
2013;23,75058626660856;Feijó;1200302;Acre
2014;37,306343506040385;Feijó;1200302;Acre
2015;10,621369903485933;Feijó;1200302;Acre
2016;38,63041927114999;Feijó;1200302;Acre
2017;26,37136967899302;Feijó;1200302;Acre
2018;72,24462233514947;Feijó;1200302;Acre
2019;94,01746290829881;Feijó;1200302;Acre
2020;99,8771276183092;Feijó;1200302;Acre
2021;139,01409407157354;Feijó;1200302;Acre
2022;193,22047530205867;Feijó;1200302;Acre
2023;62,86275506956902;Feijó;1200302;Acre
2024;75,68563402343557;Feijó;1200302;Acre
2025;47,392480742239;Feijó;1200302;Acre
2007;174,15428158443478;Jordão;1200328;Acre
2008;7,231227456651118;Jordão;1200328;Acre
2009;1,8881651293620814;Jordão;1200328;Acre
2010;6,802984353730216;Jordão;1200328;Acre
2011;5,986263533621399;Jordão;1200328;Acre
2012;7,029948727664709;Jordão;1200328;Acre
2013;2,2185822308204295;Jordão;1200328;Acre
2014;6,906406579817059;Jordão;1200328;Acre
2015;0,9276286524045688;Jordão;1200328;Acre
2016;2,1412350368006403;Jordão;1200328;Acre
2017;2,486291765919426;Jordão;1200328;Acre
2018;6,2738193400286235;Jordão;1200328;Acre
2019;11,045403182586698;Jordão;1200328;Acre
2020;11,651268173389946;Jordão;1200328;Acre
2021;9,743084412118868;Jordão;1200328;Acre
2022;15,351907746810463;Jordão;1200328;Acre
2023;4,9538104426430225;Jordão;1200328;Acre
2024;7,252137815709607;Jordão;1200328;Acre
2025;2,0516332175829772;Jordão;1200328;Acre
2007;363,4315167879087;Manoel Urbano;1200344;Acre
2008;4,903631724085479;Manoel Urbano;1200344;Acre
2009;5,3262298477413035;Manoel Urbano;1200344;Acre
2010;8,194996385497047;Manoel Urbano;1200344;Acre
2011;8,014796524738584;Manoel Urbano;1200344;Acre
2012;13,680466082006511;Manoel Urbano;1200344;Acre
2013;16,334963835244224;Manoel Urbano;1200344;Acre
2014;18,45966624900313;Manoel Urbano;1200344;Acre
2015;19,168399442861134;Manoel Urbano;1200344;Acre
2016;26,91693793984559;Manoel Urbano;1200344;Acre
2017;17,582904194908696;Manoel Urbano;1200344;Acre
2018;46,45556983173468;Manoel Urbano;1200344;Acre
2019;31,617732163836642;Manoel Urbano;1200344;Acre
2020;54,00287142479195;Manoel Urbano;1200344;Acre
2021;41,544636909247544;Manoel Urbano;1200344;Acre
2022;88,29876451631137;Manoel Urbano;1200344;Acre
2023;30,428358198595443;Manoel Urbano;1200344;Acre
2024;24,449980097253345;Manoel Urbano;1200344;Acre
2025;19,272702748178606;Manoel Urbano;1200344;Acre
2007;275,7402768082613;Marechal Thaumaturgo;1200351;Acre
2008;11,838664324327075;Marechal Thaumaturgo;1200351;Acre
2009;0,06074754333940311;Marechal Thaumaturgo;1200351;Acre
2010;22,028140529129438;Marechal Thaumaturgo;1200351;Acre
2011;10,887392540958365;Marechal Thaumaturgo;1200351;Acre
2012;3,672968235593124;Marechal Thaumaturgo;1200351;Acre
2013;2,1621689517645994;Marechal Thaumaturgo;1200351;Acre
2014;8,861123098033866;Marechal Thaumaturgo;1200351;Acre
2015;0,4654908337098319;Marechal Thaumaturgo;1200351;Acre
2016;2,5779650939374754;Marechal Thaumaturgo;1200351;Acre
2017;2,586283775519265;Marechal Thaumaturgo;1200351;Acre
2018;4,072820508666266;Marechal Thaumaturgo;1200351;Acre
2019;13,670705039538872;Marechal Thaumaturgo;1200351;Acre
2020;28,64752390758296;Marechal Thaumaturgo;1200351;Acre
2021;6,334785821761738;Marechal Thaumaturgo;1200351;Acre
2022;9,783349272480155;Marechal Thaumaturgo;1200351;Acre
2023;10,833010093410016;Marechal Thaumaturgo;1200351;Acre
2024;9,109852680761502;Marechal Thaumaturgo;1200351;Acre
2025;4,963843022729275;Marechal Thaumaturgo;1200351;Acre
2007;427,53617791820955;Mâncio Lima;1200336;Acre
2008;4,308356667791455;Mâncio Lima;1200336;Acre
2009;1,2999798503296012;Mâncio Lima;1200336;Acre
2010;4,65281783626231;Mâncio Lima;1200336;Acre
2011;11,660076303470422;Mâncio Lima;1200336;Acre
2012;3,290452964547554;Mâncio Lima;1200336;Acre
2013;2,597718952809884;Mâncio Lima;1200336;Acre
2014;2,9689156846606286;Mâncio Lima;1200336;Acre
2015;2,28715750163427;Mâncio Lima;1200336;Acre
2016;2,9881926703091084;Mâncio Lima;1200336;Acre
2017;1,8343602508477153;Mâncio Lima;1200336;Acre
2018;3,652650751899439;Mâncio Lima;1200336;Acre
2019;12,038761280244426;Mâncio Lima;1200336;Acre
2020;6,2169806084897825;Mâncio Lima;1200336;Acre
2021;10,696676530694097;Mâncio Lima;1200336;Acre
2022;13,219298441886641;Mâncio Lima;1200336;Acre
2023;8,200193055141682;Mâncio Lima;1200336;Acre
2024;3,747091732358785;Mâncio Lima;1200336;Acre
2025;2,5332382666732327;Mâncio Lima;1200336;Acre
2007;1431,477985925579;Plácido de Castro;1200385;Acre
2008;3,260656657652976;Plácido de Castro;1200385;Acre
2009;10,460969999597484;Plácido de Castro;1200385;Acre
2010;5,693200083301151;Plácido de Castro;1200385;Acre
2011;6,9498468759078476;Plácido de Castro;1200385;Acre
2012;3,8680052180970654;Plácido de Castro;1200385;Acre
2013;4,9017080450813975;Plácido de Castro;1200385;Acre
2014;7,387615754379576;Plácido de Castro;1200385;Acre
2015;5,154209177616757;Plácido de Castro;1200385;Acre
2016;7,856998905844623;Plácido de Castro;1200385;Acre
2017;5,001292345004198;Plácido de Castro;1200385;Acre
2018;11,861937061823957;Plácido de Castro;1200385;Acre
2019;8,994449299796706;Plácido de Castro;1200385;Acre
2020;8,283925755611191;Plácido de Castro;1200385;Acre
2021;15,187550324200389;Plácido de Castro;1200385;Acre
2022;5,9734032179315815;Plácido de Castro;1200385;Acre
2023;3,1380721282396635;Plácido de Castro;1200385;Acre
2024;2,0364895225640023;Plácido de Castro;1200385;Acre
2025;1,3272418166232085;Plácido de Castro;1200385;Acre
2007;1279,6220679946562;Porto Acre;1200807;Acre
2008;8,209548269064603;Porto Acre;1200807;Acre
2009;6,298493604439137;Porto Acre;1200807;Acre
2010;11,95817966228686;Porto Acre;1200807;Acre
2011;16,16147186908267;Porto Acre;1200807;Acre
2012;12,732437633385059;Porto Acre;1200807;Acre
2013;3,773088170700459;Porto Acre;1200807;Acre
2014;10,289835303247665;Porto Acre;1200807;Acre
2015;7,94601442243176;Porto Acre;1200807;Acre
2016;15,327506312200619;Porto Acre;1200807;Acre
2017;8,711915946517223;Porto Acre;1200807;Acre
2018;12,47163717169394;Porto Acre;1200807;Acre
2019;22,97297858408606;Porto Acre;1200807;Acre
2020;19,514852699443722;Porto Acre;1200807;Acre
2021;31,502384072863716;Porto Acre;1200807;Acre
2022;22,57168142816438;Porto Acre;1200807;Acre
2023;9,406965405478159;Porto Acre;1200807;Acre
2024;7,77388313910952;Porto Acre;1200807;Acre
2025;5,251471955934314;Porto Acre;1200807;Acre
2007;205,87908642855857;Porto Walter;1200393;Acre
2008;6,669094762892839;Porto Walter;1200393;Acre
2009;0,9708025359040549;Porto Walter;1200393;Acre
2010;13,297308282348135;Porto Walter;1200393;Acre
2011;10,579716335093465;Porto Walter;1200393;Acre
2012;5,666977432882446;Porto Walter;1200393;Acre
2013;1,649237353584475;Porto Walter;1200393;Acre
2014;9,224296686932517;Porto Walter;1200393;Acre
2015;1,4817139458424693;Porto Walter;1200393;Acre
2016;4,298905631168713;Porto Walter;1200393;Acre
2017;3,086547320000076;Porto Walter;1200393;Acre
2018;4,735784409520655;Porto Walter;1200393;Acre
2019;8,717767196204731;Porto Walter;1200393;Acre
2020;23,575570389637985;Porto Walter;1200393;Acre
2021;5,261931612163856;Porto Walter;1200393;Acre
2022;7,076897971145403;Porto Walter;1200393;Acre
2023;10,565053256958723;Porto Walter;1200393;Acre
2024;6,744100743465549;Porto Walter;1200393;Acre
2025;6,066006517795837;Porto Walter;1200393;Acre
2007;2688,7497987431752;Rio Branco;1200401;Acre
2008;28,853649897141057;Rio Branco;1200401;Acre
2009;18,42695544076993;Rio Branco;1200401;Acre
2010;19,939829057880132;Rio Branco;1200401;Acre
2011;41,92423795939242;Rio Branco;1200401;Acre
2012;27,842903211117218;Rio Branco;1200401;Acre
2013;19,628583667831666;Rio Branco;1200401;Acre
2014;32,876131097218874;Rio Branco;1200401;Acre
2015;30,2710656131788;Rio Branco;1200401;Acre
2016;52,37891256915313;Rio Branco;1200401;Acre
2017;25,861351997754426;Rio Branco;1200401;Acre
2018;32,69960938519107;Rio Branco;1200401;Acre
2019;79,99946534402284;Rio Branco;1200401;Acre
2020;55,73880568887748;Rio Branco;1200401;Acre
2021;97,62913289578015;Rio Branco;1200401;Acre
2022;118,2487832588585;Rio Branco;1200401;Acre
2023;69,5825922456516;Rio Branco;1200401;Acre
2024;62,62884097297889;Rio Branco;1200401;Acre
2025;46,294898514631974;Rio Branco;1200401;Acre
2007;473,5838741311964;Rodrigues Alves;1200427;Acre
2008;4,895515430138192;Rodrigues Alves;1200427;Acre
2009;2,5749676585304604;Rodrigues Alves;1200427;Acre
2010;10,422331292999406;Rodrigues Alves;1200427;Acre
2011;4,703344181108853;Rodrigues Alves;1200427;Acre
2012;4,504473986302281;Rodrigues Alves;1200427;Acre
2013;3,699363184264169;Rodrigues Alves;1200427;Acre
2014;1,134163220460092;Rodrigues Alves;1200427;Acre
2015;2,355356359763165;Rodrigues Alves;1200427;Acre
2016;4,792042925457296;Rodrigues Alves;1200427;Acre
2017;5,301580902737666;Rodrigues Alves;1200427;Acre
2018;9,472927177899454;Rodrigues Alves;1200427;Acre
2019;12,621667138458804;Rodrigues Alves;1200427;Acre
2020;15,538659174651443;Rodrigues Alves;1200427;Acre
2021;12,209298991939407;Rodrigues Alves;1200427;Acre
2022;23,822192113600067;Rodrigues Alves;1200427;Acre
2023;10,548712877029478;Rodrigues Alves;1200427;Acre
2024;8,12720677634914;Rodrigues Alves;1200427;Acre
2025;7,0655065202962355;Rodrigues Alves;1200427;Acre
2007;98,30244840360072;Santa Rosa do Purus;1200435;Acre
2008;2,165015409819694;Santa Rosa do Purus;1200435;Acre
2009;1,870182455299173;Santa Rosa do Purus;1200435;Acre
2010;3,2045183668834265;Santa Rosa do Purus;1200435;Acre
2011;2,8820223549266903;Santa Rosa do Purus;1200435;Acre
2012;2,89948857296497;Santa Rosa do Purus;1200435;Acre
2013;1,238758126931648;Santa Rosa do Purus;1200435;Acre
2014;3,931017256093253;Santa Rosa do Purus;1200435;Acre
2015;2,2437096468624897;Santa Rosa do Purus;1200435;Acre
2016;2,0974396167003215;Santa Rosa do Purus;1200435;Acre
2017;2,3932131782706896;Santa Rosa do Purus;1200435;Acre
2018;2,9934403277266552;Santa Rosa do Purus;1200435;Acre
2019;7,00910463521134;Santa Rosa do Purus;1200435;Acre
2020;5,162193026308053;Santa Rosa do Purus;1200435;Acre
2021;4,1022842104540915;Santa Rosa do Purus;1200435;Acre
2022;3,556362706444412;Santa Rosa do Purus;1200435;Acre
2023;1,9047112860042361;Santa Rosa do Purus;1200435;Acre
2024;1,3132315309465852;Santa Rosa do Purus;1200435;Acre
2025;1,9575256463319615;Santa Rosa do Purus;1200435;Acre
2007;1869,2434023253752;Sena Madureira;1200500;Acre
2008;34,81033641263523;Sena Madureira;1200500;Acre
2009;20,610603121821594;Sena Madureira;1200500;Acre
2010;37,025377449870376;Sena Madureira;1200500;Acre
2011;39,391528796646604;Sena Madureira;1200500;Acre
2012;38,451911060371266;Sena Madureira;1200500;Acre
2013;31,991438485661984;Sena Madureira;1200500;Acre
2014;52,35610718254451;Sena Madureira;1200500;Acre
2015;42,237172400716155;Sena Madureira;1200500;Acre
2016;56,02417789100274;Sena Madureira;1200500;Acre
2017;34,525303294975004;Sena Madureira;1200500;Acre
2018;48,27678096423909;Sena Madureira;1200500;Acre
2019;80,15699349817811;Sena Madureira;1200500;Acre
2020;73,00378644411215;Sena Madureira;1200500;Acre
2021;111,31212355192957;Sena Madureira;1200500;Acre
2022;105,80420662644148;Sena Madureira;1200500;Acre
2023;53,047044126965034;Sena Madureira;1200500;Acre
2024;43,74612796206775;Sena Madureira;1200500;Acre
2025;34,50267076045721;Sena Madureira;1200500;Acre
2007;1688,9719054673078;Senador Guiomard;1200450;Acre
2008;4,901995432257477;Senador Guiomard;1200450;Acre
2009;7,265443000276664;Senador Guiomard;1200450;Acre
2010;3,8549814580381785;Senador Guiomard;1200450;Acre
2011;6,996445995408263;Senador Guiomard;1200450;Acre
2012;2,413800332781535;Senador Guiomard;1200450;Acre
2013;4,142625085104996;Senador Guiomard;1200450;Acre
2014;3,9848476089146074;Senador Guiomard;1200450;Acre
2015;4,890302251500671;Senador Guiomard;1200450;Acre
2016;9,106455677786316;Senador Guiomard;1200450;Acre
2017;4,677865771646031;Senador Guiomard;1200450;Acre
2018;8,166100820214414;Senador Guiomard;1200450;Acre
2019;6,641857033597452;Senador Guiomard;1200450;Acre
2020;9,851018886731866;Senador Guiomard;1200450;Acre
2021;20,174491184798473;Senador Guiomard;1200450;Acre
2022;16,865511681855946;Senador Guiomard;1200450;Acre
2023;6,231856622959364;Senador Guiomard;1200450;Acre
2024;7,169633199965365;Senador Guiomard;1200450;Acre
2025;2,0179089823340153;Senador Guiomard;1200450;Acre
2007;1602,208374422627;Tarauacá;1200609;Acre
2008;36,854550151591205;Tarauacá;1200609;Acre
2009;15,426604021703925;Tarauacá;1200609;Acre
2010;24,979383428025585;Tarauacá;1200609;Acre
2011;19,23557082093543;Tarauacá;1200609;Acre
2012;28,83049586849373;Tarauacá;1200609;Acre
2013;13,936245607268658;Tarauacá;1200609;Acre
2014;36,42449538228287;Tarauacá;1200609;Acre
2015;3,822055027472384;Tarauacá;1200609;Acre
2016;13,428060283540438;Tarauacá;1200609;Acre
2017;14,858864998149993;Tarauacá;1200609;Acre
2018;40,19055216779956;Tarauacá;1200609;Acre
2019;67,41835223377983;Tarauacá;1200609;Acre
2020;51,566269504239365;Tarauacá;1200609;Acre
2021;104,20074458740721;Tarauacá;1200609;Acre
2022;112,72886376557318;Tarauacá;1200609;Acre
2023;48,37715642958638;Tarauacá;1200609;Acre
2024;45,28750127095439;Tarauacá;1200609;Acre
2025;27,367748065575206;Tarauacá;1200609;Acre
2007;1433,5294819274793;Xapuri;1200708;Acre
2008;22,988356752888166;Xapuri;1200708;Acre
2009;6,999387019667825;Xapuri;1200708;Acre
2010;5,552680537834177;Xapuri;1200708;Acre
2011;14,757338718270082;Xapuri;1200708;Acre
2012;18,325518491164903;Xapuri;1200708;Acre
2013;10,733472154295088;Xapuri;1200708;Acre
2014;18,315689033892898;Xapuri;1200708;Acre
2015;17,604619315439603;Xapuri;1200708;Acre
2016;32,68380644960989;Xapuri;1200708;Acre
2017;20,949002474396828;Xapuri;1200708;Acre
2018;22,1905183942367;Xapuri;1200708;Acre
2019;59,904755142125445;Xapuri;1200708;Acre
2020;39,48403642823957;Xapuri;1200708;Acre
2021;58,61174689133549;Xapuri;1200708;Acre
2022;77,13760076566315;Xapuri;1200708;Acre
2023;25,813753796517915;Xapuri;1200708;Acre
2024;22,724428722098754;Xapuri;1200708;Acre
2025;10,260897821022992;Xapuri;1200708;Acre
2007;148,32141025226875;Amapá;1600105;Amapá
2008;1,8898445683820853;Amapá;1600105;Amapá
2009;1,8849663263517207;Amapá;1600105;Amapá
2010;1,8234297694499884;Amapá;1600105;Amapá
2011;0,2090488003868044;Amapá;1600105;Amapá
2012;0;Amapá;1600105;Amapá
2013;0,45042708737238574;Amapá;1600105;Amapá
2014;0,6809954612665109;Amapá;1600105;Amapá
2015;0,305806437851598;Amapá;1600105;Amapá
2016;0,14270481397386778;Amapá;1600105;Amapá
2017;0,1599974000525006;Amapá;1600105;Amapá
2018;0;Amapá;1600105;Amapá
2019;0,6930828612920142;Amapá;1600105;Amapá
2020;0;Amapá;1600105;Amapá
2021;0;Amapá;1600105;Amapá
2022;0;Amapá;1600105;Amapá
2023;0;Amapá;1600105;Amapá
2024;0,22079981238833232;Amapá;1600105;Amapá
2025;0,0846273172301191;Amapá;1600105;Amapá
2007;243,54504317787018;Calçoene;1600204;Amapá
2008;6,302664782655086;Calçoene;1600204;Amapá
2009;8,070104343993723;Calçoene;1600204;Amapá
2010;11,900271952049142;Calçoene;1600204;Amapá
2011;1,0342464277146857;Calçoene;1600204;Amapá
2012;1,1097136405822554;Calçoene;1600204;Amapá
2013;2,985216179039892;Calçoene;1600204;Amapá
2014;1,7536788148253655;Calçoene;1600204;Amapá
2015;0,9316588698588862;Calçoene;1600204;Amapá
2016;0,5704632056989279;Calçoene;1600204;Amapá
2017;3,020905023858356;Calçoene;1600204;Amapá
2018;1,9713795762262116;Calçoene;1600204;Amapá
2019;2,059597262975592;Calçoene;1600204;Amapá
2020;1,1148736007721953;Calçoene;1600204;Amapá
2021;1,092605513043015;Calçoene;1600204;Amapá
2022;1,735801721187241;Calçoene;1600204;Amapá
2023;2,10565190020829;Calçoene;1600204;Amapá
2024;8,760085527664607;Calçoene;1600204;Amapá
2025;3,3732123930865927;Calçoene;1600204;Amapá
2007;227,72714133918237;Cutias;1600212;Amapá
2008;2,3378004502248495;Cutias;1600212;Amapá
2009;0,2172710849395198;Cutias;1600212;Amapá
2010;4,885079352217437;Cutias;1600212;Amapá
2011;0,3473207009420488;Cutias;1600212;Amapá
2012;0;Cutias;1600212;Amapá
2013;0,22264922383011954;Cutias;1600212;Amapá
2014;1,4115994775264908;Cutias;1600212;Amapá
2015;0,48720115148694887;Cutias;1600212;Amapá
2016;1,31919305765513;Cutias;1600212;Amapá
2017;0,13267516703049603;Cutias;1600212;Amapá
2018;0,4905813383950203;Cutias;1600212;Amapá
2019;0,779558039551418;Cutias;1600212;Amapá
2020;0,4024880330577241;Cutias;1600212;Amapá
2021;0,09755095894015879;Cutias;1600212;Amapá
2022;0,25861474315001476;Cutias;1600212;Amapá
2023;0,42567274248001385;Cutias;1600212;Amapá
2024;0,5430360187135661;Cutias;1600212;Amapá
2025;0,1351149283144575;Cutias;1600212;Amapá
2007;162,55745780350014;Ferreira Gomes;1600238;Amapá
2008;2,5660584405920863;Ferreira Gomes;1600238;Amapá
2009;1,110223343597693;Ferreira Gomes;1600238;Amapá
2010;2,3151982823542805;Ferreira Gomes;1600238;Amapá
2011;0,5061313239061944;Ferreira Gomes;1600238;Amapá
2012;0,150253591474332;Ferreira Gomes;1600238;Amapá
2013;0,3034259673602749;Ferreira Gomes;1600238;Amapá
2014;0,63202356565895;Ferreira Gomes;1600238;Amapá
2015;3,5762315303424046;Ferreira Gomes;1600238;Amapá
2016;0,9588650718025639;Ferreira Gomes;1600238;Amapá
2017;0;Ferreira Gomes;1600238;Amapá
2018;0,4235666560006794;Ferreira Gomes;1600238;Amapá
2019;1,2950351956966963;Ferreira Gomes;1600238;Amapá
2020;0,4477019540630447;Ferreira Gomes;1600238;Amapá
2021;0,06965001780358678;Ferreira Gomes;1600238;Amapá
2022;0,7483287232688388;Ferreira Gomes;1600238;Amapá
2023;0,17488757500735597;Ferreira Gomes;1600238;Amapá
2024;0,2088998941716399;Ferreira Gomes;1600238;Amapá
2025;0,07005268263400774;Ferreira Gomes;1600238;Amapá
2007;99,954300664363;Itaubal;1600253;Amapá
2008;0,2011679229348948;Itaubal;1600253;Amapá
2009;0;Itaubal;1600253;Amapá
2010;3,8634352470126974;Itaubal;1600253;Amapá
2011;0,41829405057057634;Itaubal;1600253;Amapá
2012;0,23510758458926354;Itaubal;1600253;Amapá
2013;0;Itaubal;1600253;Amapá
2014;0,24670913023611957;Itaubal;1600253;Amapá
2015;0;Itaubal;1600253;Amapá
2016;0;Itaubal;1600253;Amapá
2017;0;Itaubal;1600253;Amapá
2018;1,8292297848603762;Itaubal;1600253;Amapá
2019;0,03855640249012876;Itaubal;1600253;Amapá
2020;0;Itaubal;1600253;Amapá
2021;0,07518646914704809;Itaubal;1600253;Amapá
2022;0;Itaubal;1600253;Amapá
2023;0,28880343571744055;Itaubal;1600253;Amapá
2024;0,06530001968982815;Itaubal;1600253;Amapá
2025;0;Itaubal;1600253;Amapá
2007;208,29736250345357;Laranjal do Jari;1600279;Amapá
2008;9,126040152488832;Laranjal do Jari;1600279;Amapá
2009;5,041938985685464;Laranjal do Jari;1600279;Amapá
2010;5,029177075008351;Laranjal do Jari;1600279;Amapá
2011;1,7330865438772258;Laranjal do Jari;1600279;Amapá
