UF,Tipo Crime,Ano,Mês,Ocorrências
RIO GRANDE DO NORTE,ROUBO DE CARGA,2022,ABRIL,1
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2022,ABRIL,258
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,0
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2022,ABRIL,38
RIO GRANDE DO NORTE,ESTUPRO,2022,MAIO,68
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2022,MAIO,79
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2022,MAIO,81
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,0
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,MAIO,1
RIO GRANDE DO NORTE,ROUBO DE CARGA,2022,MAIO,1
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2022,MAIO,300
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,2
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2022,MAIO,38
RIO GRANDE DO NORTE,ESTUPRO,2022,JUNHO,60
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2022,JUNHO,87
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2022,JUNHO,63
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JUNHO,7
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,JUNHO,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2022,JUNHO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2022,JUNHO,292
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JUNHO,4
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2022,JUNHO,18
RIO GRANDE DO NORTE,ESTUPRO,2022,JULHO,64
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2022,JULHO,86
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2022,JULHO,94
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,9
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,JULHO,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2022,JULHO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2022,JULHO,245
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,2
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2022,JULHO,30
RIO GRANDE DO NORTE,ESTUPRO,2022,AGOSTO,66
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2022,AGOSTO,184
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2022,AGOSTO,72
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,14
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,AGOSTO,1
RIO GRANDE DO NORTE,ROUBO DE CARGA,2022,AGOSTO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2022,AGOSTO,248
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,4
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2022,AGOSTO,19
RIO GRANDE DO NORTE,ESTUPRO,2022,SETEMBRO,71
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2022,SETEMBRO,176
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2022,SETEMBRO,88
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,6
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,SETEMBRO,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2022,SETEMBRO,1
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2022,SETEMBRO,190
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,2
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2022,SETEMBRO,28
RIO GRANDE DO NORTE,ESTUPRO,2022,OUTUBRO,73
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2022,OUTUBRO,160
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2022,OUTUBRO,79
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,11
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,OUTUBRO,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2022,OUTUBRO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2022,OUTUBRO,302
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,2
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2022,OUTUBRO,33
RIO GRANDE DO NORTE,ESTUPRO,2022,NOVEMBRO,79
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2022,NOVEMBRO,186
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2022,NOVEMBRO,87
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2022,NOVEMBRO,12
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,NOVEMBRO,3
RIO GRANDE DO NORTE,ROUBO DE CARGA,2022,NOVEMBRO,1
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2022,NOVEMBRO,252
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,7
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2022,NOVEMBRO,34
RIO GRANDE DO NORTE,ESTUPRO,2022,DEZEMBRO,84
RIO GRANDE DO NORTE,FURTO DE VEÍCULO,2022,DEZEMBRO,166
RIO GRANDE DO NORTE,HOMICÍDIO DOLOSO,2022,DEZEMBRO,77
RIO GRANDE DO NORTE,LESÃO CORPORAL SEGUIDA DE MORTE,2022,DEZEMBRO,11
RIO GRANDE DO NORTE,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,DEZEMBRO,0
RIO GRANDE DO NORTE,ROUBO DE CARGA,2022,DEZEMBRO,0
RIO GRANDE DO NORTE,ROUBO DE VEÍCULO,2022,DEZEMBRO,231
RIO GRANDE DO NORTE,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,3
RIO GRANDE DO NORTE,TENTATIVA DE HOMICÍDIO,2022,DEZEMBRO,30
RIO GRANDE DO SUL,ESTUPRO,2022,JANEIRO,408
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,JANEIRO,708
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,JANEIRO,141
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JANEIRO,3
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,JANEIRO,0
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,JANEIRO,9
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,JANEIRO,389
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,4
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,JANEIRO,196
RIO GRANDE DO SUL,ESTUPRO,2022,FEVEREIRO,337
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,FEVEREIRO,735
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,FEVEREIRO,134
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,FEVEREIRO,3
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,FEVEREIRO,0
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,FEVEREIRO,16
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,FEVEREIRO,366
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,5
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,FEVEREIRO,176
RIO GRANDE DO SUL,ESTUPRO,2022,MARÇO,413
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,MARÇO,811
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,MARÇO,148
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MARÇO,3
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,MARÇO,1
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,MARÇO,13
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,MARÇO,453
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,5
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,MARÇO,222
RIO GRANDE DO SUL,ESTUPRO,2022,ABRIL,416
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,ABRIL,765
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,ABRIL,110
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,ABRIL,1
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,ABRIL,1
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,ABRIL,12
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,ABRIL,332
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,8
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,ABRIL,171
RIO GRANDE DO SUL,ESTUPRO,2022,MAIO,349
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,MAIO,761
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,MAIO,118
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,2
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,MAIO,1
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,MAIO,13
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,MAIO,402
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,5
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,MAIO,157
RIO GRANDE DO SUL,ESTUPRO,2022,JUNHO,333
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,JUNHO,727
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,JUNHO,108
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JUNHO,3
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,JUNHO,0
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,JUNHO,11
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,JUNHO,356
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JUNHO,2
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,JUNHO,145
RIO GRANDE DO SUL,ESTUPRO,2022,JULHO,445
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,JULHO,787
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,JULHO,114
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,4
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,JULHO,0
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,JULHO,7
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,JULHO,319
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,3
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,JULHO,178
RIO GRANDE DO SUL,ESTUPRO,2022,AGOSTO,423
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,AGOSTO,731
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,AGOSTO,143
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,2
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,AGOSTO,1
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,AGOSTO,6
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,AGOSTO,363
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,3
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,AGOSTO,170
RIO GRANDE DO SUL,ESTUPRO,2022,SETEMBRO,421
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,SETEMBRO,680
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,SETEMBRO,137
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,3
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,SETEMBRO,0
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,SETEMBRO,10
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,SETEMBRO,373
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,5
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,SETEMBRO,154
RIO GRANDE DO SUL,ESTUPRO,2022,OUTUBRO,458
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,OUTUBRO,779
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,OUTUBRO,132
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,5
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,OUTUBRO,0
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,OUTUBRO,6
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,OUTUBRO,387
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,5
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,OUTUBRO,186
RIO GRANDE DO SUL,ESTUPRO,2022,NOVEMBRO,457
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,NOVEMBRO,748
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,NOVEMBRO,137
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,NOVEMBRO,1
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,NOVEMBRO,1
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,NOVEMBRO,10
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,NOVEMBRO,381
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,1
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,NOVEMBRO,171
RIO GRANDE DO SUL,ESTUPRO,2022,DEZEMBRO,444
RIO GRANDE DO SUL,FURTO DE VEÍCULO,2022,DEZEMBRO,781
RIO GRANDE DO SUL,HOMICÍDIO DOLOSO,2022,DEZEMBRO,149
RIO GRANDE DO SUL,LESÃO CORPORAL SEGUIDA DE MORTE,2022,DEZEMBRO,3
RIO GRANDE DO SUL,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,DEZEMBRO,0
RIO GRANDE DO SUL,ROUBO DE CARGA,2022,DEZEMBRO,9
RIO GRANDE DO SUL,ROUBO DE VEÍCULO,2022,DEZEMBRO,349
RIO GRANDE DO SUL,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,4
RIO GRANDE DO SUL,TENTATIVA DE HOMICÍDIO,2022,DEZEMBRO,208
RONDÔNIA,ESTUPRO,2022,JANEIRO,18
RONDÔNIA,FURTO DE VEÍCULO,2022,JANEIRO,267
RONDÔNIA,HOMICÍDIO DOLOSO,2022,JANEIRO,51
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JANEIRO,0
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,JANEIRO,0
RONDÔNIA,ROUBO DE CARGA,2022,JANEIRO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,JANEIRO,210
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,1
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,JANEIRO,55
RONDÔNIA,ESTUPRO,2022,FEVEREIRO,23
RONDÔNIA,FURTO DE VEÍCULO,2022,FEVEREIRO,214
RONDÔNIA,HOMICÍDIO DOLOSO,2022,FEVEREIRO,25
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,FEVEREIRO,0
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,FEVEREIRO,0
RONDÔNIA,ROUBO DE CARGA,2022,FEVEREIRO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,FEVEREIRO,188
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,1
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,FEVEREIRO,57
RONDÔNIA,ESTUPRO,2022,MARÇO,35
RONDÔNIA,FURTO DE VEÍCULO,2022,MARÇO,229
RONDÔNIA,HOMICÍDIO DOLOSO,2022,MARÇO,41
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MARÇO,0
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,MARÇO,0
RONDÔNIA,ROUBO DE CARGA,2022,MARÇO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,MARÇO,208
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,0
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,MARÇO,58
RONDÔNIA,ESTUPRO,2022,ABRIL,30
RONDÔNIA,FURTO DE VEÍCULO,2022,ABRIL,179
RONDÔNIA,HOMICÍDIO DOLOSO,2022,ABRIL,52
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,ABRIL,0
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,ABRIL,1
RONDÔNIA,ROUBO DE CARGA,2022,ABRIL,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,ABRIL,161
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,0
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,ABRIL,52
RONDÔNIA,ESTUPRO,2022,MAIO,31
RONDÔNIA,FURTO DE VEÍCULO,2022,MAIO,221
RONDÔNIA,HOMICÍDIO DOLOSO,2022,MAIO,44
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MAIO,0
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,MAIO,0
RONDÔNIA,ROUBO DE CARGA,2022,MAIO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,MAIO,133
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MAIO,2
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,MAIO,50
RONDÔNIA,ESTUPRO,2022,JUNHO,25
RONDÔNIA,FURTO DE VEÍCULO,2022,JUNHO,203
RONDÔNIA,HOMICÍDIO DOLOSO,2022,JUNHO,37
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JUNHO,1
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,JUNHO,0
RONDÔNIA,ROUBO DE CARGA,2022,JUNHO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,JUNHO,104
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JUNHO,0
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,JUNHO,58
RONDÔNIA,ESTUPRO,2022,JULHO,28
RONDÔNIA,FURTO DE VEÍCULO,2022,JULHO,237
RONDÔNIA,HOMICÍDIO DOLOSO,2022,JULHO,34
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JULHO,0
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,JULHO,0
RONDÔNIA,ROUBO DE CARGA,2022,JULHO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,JULHO,95
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JULHO,2
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,JULHO,54
RONDÔNIA,ESTUPRO,2022,AGOSTO,33
RONDÔNIA,FURTO DE VEÍCULO,2022,AGOSTO,235
RONDÔNIA,HOMICÍDIO DOLOSO,2022,AGOSTO,35
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,AGOSTO,1
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,AGOSTO,0
RONDÔNIA,ROUBO DE CARGA,2022,AGOSTO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,AGOSTO,118
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,AGOSTO,2
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,AGOSTO,40
RONDÔNIA,ESTUPRO,2022,SETEMBRO,26
RONDÔNIA,FURTO DE VEÍCULO,2022,SETEMBRO,254
RONDÔNIA,HOMICÍDIO DOLOSO,2022,SETEMBRO,53
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,SETEMBRO,1
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,SETEMBRO,0
RONDÔNIA,ROUBO DE CARGA,2022,SETEMBRO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,SETEMBRO,135
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,SETEMBRO,0
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,SETEMBRO,64
RONDÔNIA,ESTUPRO,2022,OUTUBRO,36
RONDÔNIA,FURTO DE VEÍCULO,2022,OUTUBRO,234
RONDÔNIA,HOMICÍDIO DOLOSO,2022,OUTUBRO,36
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,OUTUBRO,0
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,OUTUBRO,0
RONDÔNIA,ROUBO DE CARGA,2022,OUTUBRO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,OUTUBRO,156
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,OUTUBRO,2
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,OUTUBRO,67
RONDÔNIA,ESTUPRO,2022,NOVEMBRO,32
RONDÔNIA,FURTO DE VEÍCULO,2022,NOVEMBRO,261
RONDÔNIA,HOMICÍDIO DOLOSO,2022,NOVEMBRO,34
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,NOVEMBRO,0
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,NOVEMBRO,0
RONDÔNIA,ROUBO DE CARGA,2022,NOVEMBRO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,NOVEMBRO,138
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,NOVEMBRO,1
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,NOVEMBRO,70
RONDÔNIA,ESTUPRO,2022,DEZEMBRO,33
RONDÔNIA,FURTO DE VEÍCULO,2022,DEZEMBRO,258
RONDÔNIA,HOMICÍDIO DOLOSO,2022,DEZEMBRO,37
RONDÔNIA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,DEZEMBRO,0
RONDÔNIA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,DEZEMBRO,0
RONDÔNIA,ROUBO DE CARGA,2022,DEZEMBRO,0
RONDÔNIA,ROUBO DE VEÍCULO,2022,DEZEMBRO,137
RONDÔNIA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,DEZEMBRO,2
RONDÔNIA,TENTATIVA DE HOMICÍDIO,2022,DEZEMBRO,63
RORAIMA,ESTUPRO,2022,JANEIRO,36
RORAIMA,FURTO DE VEÍCULO,2022,JANEIRO,50
RORAIMA,HOMICÍDIO DOLOSO,2022,JANEIRO,20
RORAIMA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,JANEIRO,1
RORAIMA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,JANEIRO,0
RORAIMA,ROUBO DE CARGA,2022,JANEIRO,0
RORAIMA,ROUBO DE VEÍCULO,2022,JANEIRO,25
RORAIMA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,JANEIRO,2
RORAIMA,TENTATIVA DE HOMICÍDIO,2022,JANEIRO,11
RORAIMA,ESTUPRO,2022,FEVEREIRO,50
RORAIMA,FURTO DE VEÍCULO,2022,FEVEREIRO,59
RORAIMA,HOMICÍDIO DOLOSO,2022,FEVEREIRO,7
RORAIMA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,FEVEREIRO,1
RORAIMA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,FEVEREIRO,0
RORAIMA,ROUBO DE CARGA,2022,FEVEREIRO,0
RORAIMA,ROUBO DE VEÍCULO,2022,FEVEREIRO,33
RORAIMA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,FEVEREIRO,1
RORAIMA,TENTATIVA DE HOMICÍDIO,2022,FEVEREIRO,7
RORAIMA,ESTUPRO,2022,MARÇO,57
RORAIMA,FURTO DE VEÍCULO,2022,MARÇO,50
RORAIMA,HOMICÍDIO DOLOSO,2022,MARÇO,10
RORAIMA,LESÃO CORPORAL SEGUIDA DE MORTE,2022,MARÇO,1
RORAIMA,ROUBO A INSTITUIÇÃO FINANCEIRA,2022,MARÇO,0
RORAIMA,ROUBO DE CARGA,2022,MARÇO,0
RORAIMA,ROUBO DE VEÍCULO,2022,MARÇO,25
RORAIMA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,MARÇO,0
RORAIMA,TENTATIVA DE HOMICÍDIO,2022,MARÇO,14
RORAIMA,ESTUPRO,2022,ABRIL,43
RORAIMA,FURTO DE VEÍCULO,2022,ABRIL,39
RORAIMA,HOMICÍDIO DOLOSO,2022,ABRIL,13
RORAIMA,ROUBO DE VEÍCULO,2022,ABRIL,26
RORAIMA,ROUBO SEGUIDO DE MORTE (LATROCÍNIO),2022,ABRIL,2
RORAIMA,TENTATIVA DE HOMICÍDIO,2022,ABRIL,11
RORAIMA,ESTUPRO,2022,MAIO,16
RORAIMA,FURTO DE VEÍCULO,2022,MAIO,40
RORAIMA,HOMICÍDIO DOLOSO,2022,MAIO,12
RORAIMA,ROUBO DE VEÍCULO,2022,MAIO,15
RORAIMA,TENTATIVA DE HOMICÍDIO,2022,MAIO,16
RORAIMA,ESTUPRO,2022,JUNHO,61
RORAIMA,FURTO DE VEÍCULO,2022,JUNHO,66
RORAIMA,HOMICÍDIO DOLOSO,2022,JUNHO,12
